#category	#chromosome	#contig_1	#contig_2	#window	#interactions per 100kb
euchromatin	centromere_Y	Y_Contig26	2L_1	20950000-21000000	2.858020677779604
euchromatin	centromere_Y	Y_Contig26	2L_1	7300000-7350000	2.858020677779604
euchromatin	centromere_Y	Y_Contig26	2L_2	1200000-1250000	2.858020677779604
euchromatin	centromere_Y	Y_Contig26	2L_2	1500000-1550000	2.858020677779604
euchromatin	centromere_Y	Y_Contig26	2L_2	450000-500000	2.858020677779604
euchromatin	centromere_Y	Y_Contig26	2L_2	500000-550000	2.858020677779604
euchromatin	centromere_Y	Y_Contig26	2L_2	50000-100000	2.858020677779604
euchromatin	centromere_Y	Y_Contig26	2L_2	800000-850000	2.858020677779604
inter-distal_heterochromatin	centromere_Y	Y_Contig26	2R_16	300000-350000	2.858020677779604
inter-distal_heterochromatin	centromere_Y	Y_Contig26	2R_18	200000-250000	2.858020677779604
inter-distal_heterochromatin	centromere_Y	Y_Contig26	2R_18	550000-600000	2.858020677779604
inter-distal_heterochromatin	centromere_Y	Y_Contig26	2R_19	50000-100000	2.858020677779604
inter-distal_heterochromatin	centromere_Y	Y_Contig26	2R_20	0-50000	2.858020677779604
inter-distal_heterochromatin	centromere_Y	Y_Contig26	2R_20	1000000-1050000	2.858020677779604
inter-distal_heterochromatin	centromere_Y	Y_Contig26	2R_20	1100000-1150000	2.858020677779604
inter-distal_heterochromatin	centromere_Y	Y_Contig26	2R_20	1300000-1350000	2.858020677779604
inter-distal_heterochromatin	centromere_Y	Y_Contig26	2R_20	300000-350000	2.858020677779604
inter-distal_heterochromatin	centromere_Y	Y_Contig26	2R_20	350000-400000	2.858020677779604
inter-distal_heterochromatin	centromere_Y	Y_Contig26	2R_21	100000-150000	2.858020677779604
inter-distal_heterochromatin	centromere_Y	Y_Contig26	2R_21	1150000-1200000	2.858020677779604
inter-distal_heterochromatin	centromere_Y	Y_Contig26	2R_21	1250000-1300000	2.858020677779604
euchromatin	centromere_Y	Y_Contig26	2R_21	12600000-12650000	2.858020677779604
euchromatin	centromere_Y	Y_Contig26	2R_21	2450000-2500000	2.858020677779604
euchromatin	centromere_Y	Y_Contig26	2R_21	2600000-2650000	2.858020677779604
euchromatin	centromere_Y	Y_Contig26	2R_21	3350000-3400000	2.858020677779604
euchromatin	centromere_Y	Y_Contig26	2R_21	4100000-4150000	2.858020677779604
euchromatin	centromere_Y	Y_Contig26	2R_21	4200000-4250000	2.858020677779604
euchromatin	centromere_Y	Y_Contig26	2R_21	4550000-4600000	2.858020677779604
euchromatin	centromere_Y	Y_Contig26	2R_21	5250000-5300000	2.858020677779604
euchromatin	centromere_Y	Y_Contig26	2R_21	6500000-6550000	2.858020677779604
euchromatin	centromere_Y	Y_Contig26	3L_1	13000000-13050000	2.858020677779604
euchromatin	centromere_Y	Y_Contig26	3L_1	13950000-14000000	2.858020677779604
euchromatin	centromere_Y	Y_Contig26	3L_1	15600000-15650000	2.858020677779604
euchromatin	centromere_Y	Y_Contig26	3L_1	20200000-20250000	2.858020677779604
euchromatin	centromere_Y	Y_Contig26	3L_1	20550000-20600000	2.858020677779604
euchromatin	centromere_Y	Y_Contig26	3L_1	20900000-20950000	2.858020677779604
euchromatin	centromere_Y	Y_Contig26	3L_1	21150000-21200000	2.858020677779604
euchromatin	centromere_Y	Y_Contig26	3L_1	21350000-21400000	2.858020677779604
euchromatin	centromere_Y	Y_Contig26	3L_1	21400000-21450000	2.858020677779604
euchromatin	centromere_Y	Y_Contig26	3L_1	21550000-21600000	2.858020677779604
euchromatin	centromere_Y	Y_Contig26	3L_1	22200000-22250000	2.858020677779604
euchromatin	centromere_Y	Y_Contig26	3L_1	22250000-22300000	2.858020677779604
euchromatin	centromere_Y	Y_Contig26	3L_1	22350000-22400000	2.858020677779604
euchromatin	centromere_Y	Y_Contig26	3L_1	22650000-22700000	2.858020677779604
inter-distal_heterochromatin	centromere_Y	Y_Contig26	3L_1	23050000-23100000	2.858020677779604
inter-distal_heterochromatin	centromere_Y	Y_Contig26	3L_4	0-50000	2.858020677779604
inter-distal_heterochromatin	centromere_Y	Y_Contig26	3L_4	100000-150000	2.858020677779604
inter-distal_heterochromatin	centromere_Y	Y_Contig26	3L_4	400000-450000	2.858020677779604
inter-distal_heterochromatin	centromere_Y	Y_Contig26	3L_4	900000-950000	2.858020677779604
euchromatin	centromere_Y	Y_Contig26	3R_28	1700000-1750000	2.858020677779604
euchromatin	centromere_Y	Y_Contig26	3R_28	17600000-17650000	2.858020677779604
euchromatin	centromere_Y	Y_Contig26	3R_28	17950000-18000000	2.858020677779604
euchromatin	centromere_Y	Y_Contig26	3R_28	18250000-18300000	2.858020677779604
euchromatin	centromere_Y	Y_Contig26	3R_28	2600000-2650000	2.858020677779604
euchromatin	centromere_Y	Y_Contig26	3R_28	2900000-2950000	2.858020677779604
euchromatin	centromere_Y	Y_Contig26	3R_28	3150000-3200000	2.858020677779604
euchromatin	centromere_Y	Y_Contig26	3R_28	3200000-3250000	2.858020677779604
euchromatin	centromere_Y	Y_Contig26	3R_28	3300000-3350000	2.858020677779604
euchromatin	centromere_Y	Y_Contig26	3R_28	350000-400000	2.858020677779604
euchromatin	centromere_Y	Y_Contig26	3R_28	4100000-4150000	2.858020677779604
euchromatin	centromere_Y	Y_Contig26	3R_28	4250000-4300000	2.858020677779604
euchromatin	centromere_Y	Y_Contig26	3R_28	4700000-4750000	2.858020677779604
euchromatin	centromere_Y	Y_Contig26	3R_28	5050000-5100000	2.858020677779604
euchromatin	centromere_Y	Y_Contig26	3R_28	5700000-5750000	2.858020677779604
inter-proximal_heterochromatin	centromere_Y	Y_Contig26	3R_9	0-50000	2.858020677779604
inter-distal_heterochromatin	centromere_Y	Y_Contig26	3_scaffold1	1600000-1650000	2.858020677779604
inter-distal_heterochromatin	centromere_Y	Y_Contig26	3_scaffold1	1650000-1700000	2.858020677779604
inter-distal_heterochromatin	centromere_Y	Y_Contig26	3_scaffold1	200000-250000	2.858020677779604
inter-distal_heterochromatin	centromere_Y	Y_Contig26	3_scaffold1	2050000-2100000	2.858020677779604
inter-distal_heterochromatin	centromere_Y	Y_Contig26	3_scaffold1	2100000-2150000	2.858020677779604
inter-distal_heterochromatin	centromere_Y	Y_Contig26	3_scaffold1	2300000-2350000	2.858020677779604
inter-distal_heterochromatin	centromere_Y	Y_Contig26	3_scaffold1	2350000-2400000	2.858020677779604
inter-distal_heterochromatin	centromere_Y	Y_Contig26	3_scaffold1	2600000-2650000	2.858020677779604
inter-distal_heterochromatin	centromere_Y	Y_Contig26	3_scaffold1	50000-100000	2.858020677779604
inter-distal_heterochromatin	centromere_Y	Y_Contig26	3_scaffold1	600000-650000	2.858020677779604
inter-distal_heterochromatin	centromere_Y	Y_Contig26	3_scaffold1	750000-800000	2.858020677779604
inter-distal_heterochromatin	centromere_Y	Y_Contig26	3_scaffold1	800000-850000	2.858020677779604
inter-distal_heterochromatin	centromere_Y	Y_Contig26	3_scaffold2	0-50000	2.858020677779604
inter-distal_heterochromatin	centromere_Y	Y_Contig26	3_scaffold2	1400000-1450000	2.858020677779604
inter-distal_heterochromatin	centromere_Y	Y_Contig26	3_scaffold2	200000-250000	2.858020677779604
inter-distal_heterochromatin	centromere_Y	Y_Contig26	3_scaffold2	550000-600000	2.858020677779604
euchromatin	centromere_Y	Y_Contig26	4_2	350000-400000	2.858020677779604
euchromatin	centromere_Y	Y_Contig26	4_2	400000-450000	2.858020677779604
euchromatin	centromere_Y	Y_Contig26	4_2	500000-550000	2.858020677779604
euchromatin	centromere_Y	Y_Contig26	4_2	50000-100000	2.858020677779604
euchromatin	centromere_Y	Y_Contig26	4_2	600000-650000	2.858020677779604
euchromatin	centromere_Y	Y_Contig26	4_2	700000-750000	2.858020677779604
euchromatin	centromere_Y	Y_Contig26	4_2	900000-950000	2.858020677779604
inter-proximal_heterochromatin	centromere_Y	Y_Contig26	Contig11	0-50000	2.858020677779604
inter-distal_heterochromatin	centromere_Y	Y_Contig26	Contig135	350000-400000	2.858020677779604
inter-proximal_heterochromatin	centromere_Y	Y_Contig26	Contig142	50000-100000	2.858020677779604
inter-distal_heterochromatin	centromere_Y	Y_Contig26	Contig5	100000-150000	2.858020677779604
euchromatin	centromere_Y	Y_Contig26	X_1	100000-150000	2.858020677779604
euchromatin	centromere_Y	Y_Contig26	X_1	18350000-18400000	2.858020677779604
euchromatin	centromere_Y	Y_Contig26	X_1	19650000-19700000	2.858020677779604
euchromatin	centromere_Y	Y_Contig26	X_1	20700000-20750000	2.858020677779604
euchromatin	centromere_Y	Y_Contig26	X_1	20850000-20900000	2.858020677779604
euchromatin	centromere_Y	Y_Contig26	X_1	21350000-21400000	2.858020677779604
euchromatin	centromere_Y	Y_Contig26	X_1	21750000-21800000	2.858020677779604
euchromatin	centromere_Y	Y_Contig26	X_2	50000-100000	2.858020677779604
euchromatin	centromere_Y	Y_Contig26	X_7	200000-250000	2.858020677779604
euchromatin	centromere_Y	Y_Contig26	X_7	300000-350000	2.858020677779604
inter-distal_heterochromatin	centromere_Y	Y_Contig26	X_7	400000-450000	2.858020677779604
inter-distal_heterochromatin	centromere_Y	Y_Contig26	X_7	550000-600000	2.858020677779604
inter-distal_heterochromatin	centromere_Y	Y_Contig26	X_7	650000-700000	2.858020677779604
distal_heterochromatin	centromere_Y	Y_Contig26	Y_Contig10	150000-200000	2.858020677779604
distal_heterochromatin	centromere_Y	Y_Contig26	Y_Contig140	350000-400000	2.858020677779604
distal_heterochromatin	centromere_Y	Y_Contig26	Y_Contig23	100000-150000	2.858020677779604
proximal_heterochromatin	centromere_Y	Y_Contig26	Y_Contig2	600000-650000	2.858020677779604
distal_heterochromatin	centromere_Y	Y_Contig26	Y_Contig4	200000-250000	2.858020677779604
distal_heterochromatin	centromere_Y	Y_Contig26	Y_scaffold4	1700000-1750000	2.858020677779604
distal_heterochromatin	centromere_Y	Y_Contig26	Y_scaffold4	1750000-1800000	2.858020677779604
distal_heterochromatin	centromere_Y	Y_Contig26	Y_scaffold4	2300000-2350000	2.858020677779604
distal_heterochromatin	centromere_Y	Y_Contig26	Y_scaffold4	2450000-2500000	2.858020677779604
distal_heterochromatin	centromere_Y	Y_Contig26	Y_scaffold4	3050000-3100000	2.858020677779604
distal_heterochromatin	centromere_Y	Y_Contig26	Y_scaffold4	3150000-3200000	2.858020677779604
distal_heterochromatin	centromere_Y	Y_Contig26	Y_scaffold4	750000-800000	2.858020677779604
distal_heterochromatin	centromere_Y	Y_Contig26	Y_scaffold4	850000-900000	2.858020677779604
distal_heterochromatin	centromere_Y	Y_Contig26	Y_scaffold5	0-50000	2.858020677779604
distal_heterochromatin	centromere_Y	Y_Contig26	Y_scaffold6	250000-300000	2.858020677779604
distal_heterochromatin	centromere_Y	Y_Contig26	Y_scaffold7	1300000-1350000	2.858020677779604
distal_heterochromatin	centromere_Y	Y_Contig26	Y_scaffold7	1350000-1400000	2.858020677779604
inter-proximal_heterochromatin	centromere_Y	Y_Contig26	3Cen_36_D1605_1	0-27124	2.634217554361086
distal_heterochromatin	centromere_Y	Y_Contig26	Y_Contig125	0-33888	2.108431212951195
inter-distal_heterochromatin	centromere_Y	Y_Contig26	X_9	0-35571	2.008673271611428
distal_heterochromatin	centromere_Y	Y_Contig26	Y_Contig20	300000-338369	1.862193879029688
inter-distal_heterochromatin	centromere_Y	Y_Contig26	Contig135	400000-439355	1.8155384816285123
inter-proximal_heterochromatin	centromere_Y	Y_Contig26	tig00000039	0-42086	1.6977264872995794
distal_heterochromatin	centromere_Y	Y_Contig26	Y_Contig34	50000-93265	1.6514623123654246
euchromatin	centromere_Y	Y_Contig26	2L_1	10000000-10050000	1.429010338889802
euchromatin	centromere_Y	Y_Contig26	2L_1	10100000-10150000	1.429010338889802
euchromatin	centromere_Y	Y_Contig26	2L_1	10400000-10450000	1.429010338889802
euchromatin	centromere_Y	Y_Contig26	2L_1	10500000-10550000	1.429010338889802
euchromatin	centromere_Y	Y_Contig26	2L_1	11100000-11150000	1.429010338889802
euchromatin	centromere_Y	Y_Contig26	2L_1	11150000-11200000	1.429010338889802
euchromatin	centromere_Y	Y_Contig26	2L_1	11200000-11250000	1.429010338889802
euchromatin	centromere_Y	Y_Contig26	2L_1	11600000-11650000	1.429010338889802
euchromatin	centromere_Y	Y_Contig26	2L_1	11900000-11950000	1.429010338889802
euchromatin	centromere_Y	Y_Contig26	2L_1	12100000-12150000	1.429010338889802
euchromatin	centromere_Y	Y_Contig26	2L_1	12200000-12250000	1.429010338889802
euchromatin	centromere_Y	Y_Contig26	2L_1	12250000-12300000	1.429010338889802
euchromatin	centromere_Y	Y_Contig26	2L_1	12350000-12400000	1.429010338889802
euchromatin	centromere_Y	Y_Contig26	2L_1	12550000-12600000	1.429010338889802
euchromatin	centromere_Y	Y_Contig26	2L_1	12600000-12650000	1.429010338889802
euchromatin	centromere_Y	Y_Contig26	2L_1	13050000-13100000	1.429010338889802
euchromatin	centromere_Y	Y_Contig26	2L_1	13200000-13250000	1.429010338889802
euchromatin	centromere_Y	Y_Contig26	2L_1	13250000-13300000	1.429010338889802
euchromatin	centromere_Y	Y_Contig26	2L_1	13300000-13350000	1.429010338889802
euchromatin	centromere_Y	Y_Contig26	2L_1	13550000-13600000	1.429010338889802
euchromatin	centromere_Y	Y_Contig26	2L_1	13600000-13650000	1.429010338889802
euchromatin	centromere_Y	Y_Contig26	2L_1	14100000-14150000	1.429010338889802
euchromatin	centromere_Y	Y_Contig26	2L_1	14250000-14300000	1.429010338889802
euchromatin	centromere_Y	Y_Contig26	2L_1	14400000-14450000	1.429010338889802
euchromatin	centromere_Y	Y_Contig26	2L_1	14650000-14700000	1.429010338889802
euchromatin	centromere_Y	Y_Contig26	2L_1	14800000-14850000	1.429010338889802
euchromatin	centromere_Y	Y_Contig26	2L_1	15450000-15500000	1.429010338889802
euchromatin	centromere_Y	Y_Contig26	2L_1	15900000-15950000	1.429010338889802
euchromatin	centromere_Y	Y_Contig26	2L_1	16100000-16150000	1.429010338889802
euchromatin	centromere_Y	Y_Contig26	2L_1	16150000-16200000	1.429010338889802
euchromatin	centromere_Y	Y_Contig26	2L_1	16650000-16700000	1.429010338889802
euchromatin	centromere_Y	Y_Contig26	2L_1	16750000-16800000	1.429010338889802
euchromatin	centromere_Y	Y_Contig26	2L_1	17050000-17100000	1.429010338889802
euchromatin	centromere_Y	Y_Contig26	2L_1	17300000-17350000	1.429010338889802
euchromatin	centromere_Y	Y_Contig26	2L_1	17400000-17450000	1.429010338889802
euchromatin	centromere_Y	Y_Contig26	2L_1	17500000-17550000	1.429010338889802
euchromatin	centromere_Y	Y_Contig26	2L_1	17550000-17600000	1.429010338889802
euchromatin	centromere_Y	Y_Contig26	2L_1	17700000-17750000	1.429010338889802
euchromatin	centromere_Y	Y_Contig26	2L_1	17750000-17800000	1.429010338889802
euchromatin	centromere_Y	Y_Contig26	2L_1	17950000-18000000	1.429010338889802
euchromatin	centromere_Y	Y_Contig26	2L_1	18000000-18050000	1.429010338889802
euchromatin	centromere_Y	Y_Contig26	2L_1	18500000-18550000	1.429010338889802
euchromatin	centromere_Y	Y_Contig26	2L_1	18700000-18750000	1.429010338889802
euchromatin	centromere_Y	Y_Contig26	2L_1	18800000-18850000	1.429010338889802
euchromatin	centromere_Y	Y_Contig26	2L_1	18850000-18900000	1.429010338889802
euchromatin	centromere_Y	Y_Contig26	2L_1	1900000-1950000	1.429010338889802
euchromatin	centromere_Y	Y_Contig26	2L_1	19050000-19100000	1.429010338889802
euchromatin	centromere_Y	Y_Contig26	2L_1	19200000-19250000	1.429010338889802
euchromatin	centromere_Y	Y_Contig26	2L_1	19250000-19300000	1.429010338889802
euchromatin	centromere_Y	Y_Contig26	2L_1	19550000-19600000	1.429010338889802
euchromatin	centromere_Y	Y_Contig26	2L_1	19600000-19650000	1.429010338889802
euchromatin	centromere_Y	Y_Contig26	2L_1	19800000-19850000	1.429010338889802
euchromatin	centromere_Y	Y_Contig26	2L_1	20000000-20050000	1.429010338889802
euchromatin	centromere_Y	Y_Contig26	2L_1	20050000-20100000	1.429010338889802
euchromatin	centromere_Y	Y_Contig26	2L_1	20350000-20400000	1.429010338889802
euchromatin	centromere_Y	Y_Contig26	2L_1	20400000-20450000	1.429010338889802
euchromatin	centromere_Y	Y_Contig26	2L_1	20750000-20800000	1.429010338889802
euchromatin	centromere_Y	Y_Contig26	2L_1	20850000-20900000	1.429010338889802
euchromatin	centromere_Y	Y_Contig26	2L_1	21200000-21250000	1.429010338889802
euchromatin	centromere_Y	Y_Contig26	2L_1	21250000-21300000	1.429010338889802
euchromatin	centromere_Y	Y_Contig26	2L_1	21350000-21400000	1.429010338889802
euchromatin	centromere_Y	Y_Contig26	2L_1	2950000-3000000	1.429010338889802
euchromatin	centromere_Y	Y_Contig26	2L_1	3500000-3550000	1.429010338889802
euchromatin	centromere_Y	Y_Contig26	2L_1	3550000-3600000	1.429010338889802
euchromatin	centromere_Y	Y_Contig26	2L_1	3600000-3650000	1.429010338889802
euchromatin	centromere_Y	Y_Contig26	2L_1	4050000-4100000	1.429010338889802
euchromatin	centromere_Y	Y_Contig26	2L_1	4600000-4650000	1.429010338889802
euchromatin	centromere_Y	Y_Contig26	2L_1	4800000-4850000	1.429010338889802
euchromatin	centromere_Y	Y_Contig26	2L_1	5800000-5850000	1.429010338889802
euchromatin	centromere_Y	Y_Contig26	2L_1	600000-650000	1.429010338889802
euchromatin	centromere_Y	Y_Contig26	2L_1	6950000-7000000	1.429010338889802
euchromatin	centromere_Y	Y_Contig26	2L_1	7250000-7300000	1.429010338889802
euchromatin	centromere_Y	Y_Contig26	2L_1	7500000-7550000	1.429010338889802
euchromatin	centromere_Y	Y_Contig26	2L_1	7700000-7750000	1.429010338889802
euchromatin	centromere_Y	Y_Contig26	2L_1	7800000-7850000	1.429010338889802
euchromatin	centromere_Y	Y_Contig26	2L_1	7900000-7950000	1.429010338889802
euchromatin	centromere_Y	Y_Contig26	2L_1	8500000-8550000	1.429010338889802
euchromatin	centromere_Y	Y_Contig26	2L_1	8950000-9000000	1.429010338889802
euchromatin	centromere_Y	Y_Contig26	2L_1	9650000-9700000	1.429010338889802
euchromatin	centromere_Y	Y_Contig26	2L_2	1050000-1100000	1.429010338889802
euchromatin	centromere_Y	Y_Contig26	2L_2	1250000-1300000	1.429010338889802
euchromatin	centromere_Y	Y_Contig26	2L_2	1450000-1500000	1.429010338889802
inter-distal_heterochromatin	centromere_Y	Y_Contig26	2L_2	1550000-1600000	1.429010338889802
euchromatin	centromere_Y	Y_Contig26	2L_2	250000-300000	1.429010338889802
euchromatin	centromere_Y	Y_Contig26	2L_2	550000-600000	1.429010338889802
euchromatin	centromere_Y	Y_Contig26	2L_2	900000-950000	1.429010338889802
inter-distal_heterochromatin	centromere_Y	Y_Contig26	2R_16	250000-300000	1.429010338889802
inter-distal_heterochromatin	centromere_Y	Y_Contig26	2R_16	350000-400000	1.429010338889802
inter-distal_heterochromatin	centromere_Y	Y_Contig26	2R_16	400000-450000	1.429010338889802
inter-distal_heterochromatin	centromere_Y	Y_Contig26	2R_16	550000-600000	1.429010338889802
inter-distal_heterochromatin	centromere_Y	Y_Contig26	2R_16	650000-700000	1.429010338889802
inter-distal_heterochromatin	centromere_Y	Y_Contig26	2R_18	150000-200000	1.429010338889802
inter-distal_heterochromatin	centromere_Y	Y_Contig26	2R_18	250000-300000	1.429010338889802
inter-distal_heterochromatin	centromere_Y	Y_Contig26	2R_19	0-50000	1.429010338889802
inter-distal_heterochromatin	centromere_Y	Y_Contig26	2R_19	150000-200000	1.429010338889802
inter-distal_heterochromatin	centromere_Y	Y_Contig26	2R_19	200000-250000	1.429010338889802
inter-distal_heterochromatin	centromere_Y	Y_Contig26	2R_20	1200000-1250000	1.429010338889802
inter-distal_heterochromatin	centromere_Y	Y_Contig26	2R_20	1400000-1450000	1.429010338889802
inter-distal_heterochromatin	centromere_Y	Y_Contig26	2R_20	1600000-1650000	1.429010338889802
inter-distal_heterochromatin	centromere_Y	Y_Contig26	2R_20	1650000-1700000	1.429010338889802
inter-distal_heterochromatin	centromere_Y	Y_Contig26	2R_20	1900000-1950000	1.429010338889802
inter-distal_heterochromatin	centromere_Y	Y_Contig26	2R_20	500000-550000	1.429010338889802
inter-distal_heterochromatin	centromere_Y	Y_Contig26	2R_20	600000-650000	1.429010338889802
inter-distal_heterochromatin	centromere_Y	Y_Contig26	2R_20	900000-950000	1.429010338889802
inter-distal_heterochromatin	centromere_Y	Y_Contig26	2R_21	0-50000	1.429010338889802
euchromatin	centromere_Y	Y_Contig26	2R_21	10100000-10150000	1.429010338889802
euchromatin	centromere_Y	Y_Contig26	2R_21	10600000-10650000	1.429010338889802
euchromatin	centromere_Y	Y_Contig26	2R_21	11050000-11100000	1.429010338889802
euchromatin	centromere_Y	Y_Contig26	2R_21	11150000-11200000	1.429010338889802
euchromatin	centromere_Y	Y_Contig26	2R_21	11200000-11250000	1.429010338889802
euchromatin	centromere_Y	Y_Contig26	2R_21	11250000-11300000	1.429010338889802
euchromatin	centromere_Y	Y_Contig26	2R_21	11500000-11550000	1.429010338889802
euchromatin	centromere_Y	Y_Contig26	2R_21	11750000-11800000	1.429010338889802
euchromatin	centromere_Y	Y_Contig26	2R_21	12450000-12500000	1.429010338889802
euchromatin	centromere_Y	Y_Contig26	2R_21	12550000-12600000	1.429010338889802
euchromatin	centromere_Y	Y_Contig26	2R_21	13150000-13200000	1.429010338889802
inter-distal_heterochromatin	centromere_Y	Y_Contig26	2R_21	1350000-1400000	1.429010338889802
euchromatin	centromere_Y	Y_Contig26	2R_21	14700000-14750000	1.429010338889802
inter-distal_heterochromatin	centromere_Y	Y_Contig26	2R_21	1500000-1550000	1.429010338889802
euchromatin	centromere_Y	Y_Contig26	2R_21	15050000-15100000	1.429010338889802
euchromatin	centromere_Y	Y_Contig26	2R_21	15200000-15250000	1.429010338889802
euchromatin	centromere_Y	Y_Contig26	2R_21	16000000-16050000	1.429010338889802
euchromatin	centromere_Y	Y_Contig26	2R_21	16350000-16400000	1.429010338889802
euchromatin	centromere_Y	Y_Contig26	2R_21	1650000-1700000	1.429010338889802
euchromatin	centromere_Y	Y_Contig26	2R_21	17150000-17200000	1.429010338889802
euchromatin	centromere_Y	Y_Contig26	2R_21	17400000-17450000	1.429010338889802
euchromatin	centromere_Y	Y_Contig26	2R_21	1750000-1800000	1.429010338889802
euchromatin	centromere_Y	Y_Contig26	2R_21	17950000-18000000	1.429010338889802
euchromatin	centromere_Y	Y_Contig26	2R_21	18050000-18100000	1.429010338889802
euchromatin	centromere_Y	Y_Contig26	2R_21	18250000-18300000	1.429010338889802
euchromatin	centromere_Y	Y_Contig26	2R_21	1850000-1900000	1.429010338889802
euchromatin	centromere_Y	Y_Contig26	2R_21	18850000-18900000	1.429010338889802
euchromatin	centromere_Y	Y_Contig26	2R_21	1900000-1950000	1.429010338889802
euchromatin	centromere_Y	Y_Contig26	2R_21	19950000-20000000	1.429010338889802
euchromatin	centromere_Y	Y_Contig26	2R_21	20000000-20050000	1.429010338889802
euchromatin	centromere_Y	Y_Contig26	2R_21	20900000-20950000	1.429010338889802
euchromatin	centromere_Y	Y_Contig26	2R_21	21000000-21050000	1.429010338889802
euchromatin	centromere_Y	Y_Contig26	2R_21	21100000-21150000	1.429010338889802
euchromatin	centromere_Y	Y_Contig26	2R_21	21400000-21450000	1.429010338889802
euchromatin	centromere_Y	Y_Contig26	2R_21	2150000-2200000	1.429010338889802
euchromatin	centromere_Y	Y_Contig26	2R_21	2350000-2400000	1.429010338889802
euchromatin	centromere_Y	Y_Contig26	2R_21	2750000-2800000	1.429010338889802
euchromatin	centromere_Y	Y_Contig26	2R_21	2800000-2850000	1.429010338889802
euchromatin	centromere_Y	Y_Contig26	2R_21	2950000-3000000	1.429010338889802
euchromatin	centromere_Y	Y_Contig26	2R_21	3000000-3050000	1.429010338889802
euchromatin	centromere_Y	Y_Contig26	2R_21	3050000-3100000	1.429010338889802
euchromatin	centromere_Y	Y_Contig26	2R_21	3250000-3300000	1.429010338889802
euchromatin	centromere_Y	Y_Contig26	2R_21	3400000-3450000	1.429010338889802
euchromatin	centromere_Y	Y_Contig26	2R_21	3450000-3500000	1.429010338889802
inter-distal_heterochromatin	centromere_Y	Y_Contig26	2R_21	350000-400000	1.429010338889802
euchromatin	centromere_Y	Y_Contig26	2R_21	3750000-3800000	1.429010338889802
euchromatin	centromere_Y	Y_Contig26	2R_21	3800000-3850000	1.429010338889802
euchromatin	centromere_Y	Y_Contig26	2R_21	3900000-3950000	1.429010338889802
euchromatin	centromere_Y	Y_Contig26	2R_21	4250000-4300000	1.429010338889802
euchromatin	centromere_Y	Y_Contig26	2R_21	4450000-4500000	1.429010338889802
euchromatin	centromere_Y	Y_Contig26	2R_21	4600000-4650000	1.429010338889802
euchromatin	centromere_Y	Y_Contig26	2R_21	4950000-5000000	1.429010338889802
inter-distal_heterochromatin	centromere_Y	Y_Contig26	2R_21	500000-550000	1.429010338889802
euchromatin	centromere_Y	Y_Contig26	2R_21	5150000-5200000	1.429010338889802
euchromatin	centromere_Y	Y_Contig26	2R_21	5200000-5250000	1.429010338889802
euchromatin	centromere_Y	Y_Contig26	2R_21	5350000-5400000	1.429010338889802
euchromatin	centromere_Y	Y_Contig26	2R_21	5500000-5550000	1.429010338889802
euchromatin	centromere_Y	Y_Contig26	2R_21	5650000-5700000	1.429010338889802
euchromatin	centromere_Y	Y_Contig26	2R_21	5850000-5900000	1.429010338889802
euchromatin	centromere_Y	Y_Contig26	2R_21	6350000-6400000	1.429010338889802
euchromatin	centromere_Y	Y_Contig26	2R_21	7150000-7200000	1.429010338889802
euchromatin	centromere_Y	Y_Contig26	2R_21	7900000-7950000	1.429010338889802
euchromatin	centromere_Y	Y_Contig26	2R_21	8000000-8050000	1.429010338889802
euchromatin	centromere_Y	Y_Contig26	2R_21	8200000-8250000	1.429010338889802
euchromatin	centromere_Y	Y_Contig26	2R_21	8300000-8350000	1.429010338889802
euchromatin	centromere_Y	Y_Contig26	2R_21	8450000-8500000	1.429010338889802
inter-distal_heterochromatin	centromere_Y	Y_Contig26	2R_21	850000-900000	1.429010338889802
euchromatin	centromere_Y	Y_Contig26	2R_21	8700000-8750000	1.429010338889802
euchromatin	centromere_Y	Y_Contig26	2R_21	8900000-8950000	1.429010338889802
euchromatin	centromere_Y	Y_Contig26	2R_21	8950000-9000000	1.429010338889802
inter-distal_heterochromatin	centromere_Y	Y_Contig26	2R_21	900000-950000	1.429010338889802
euchromatin	centromere_Y	Y_Contig26	2R_21	9200000-9250000	1.429010338889802
euchromatin	centromere_Y	Y_Contig26	2R_21	9500000-9550000	1.429010338889802
euchromatin	centromere_Y	Y_Contig26	2R_21	9950000-10000000	1.429010338889802
inter-distal_heterochromatin	centromere_Y	Y_Contig26	3Cen_31_D1643_D1653_D1791_8	0-50000	1.429010338889802
inter-distal_heterochromatin	centromere_Y	Y_Contig26	3L_10	1000000-1050000	1.429010338889802
inter-distal_heterochromatin	centromere_Y	Y_Contig26	3L_10	1050000-1100000	1.429010338889802
inter-distal_heterochromatin	centromere_Y	Y_Contig26	3L_10	1150000-1200000	1.429010338889802
inter-distal_heterochromatin	centromere_Y	Y_Contig26	3L_10	1250000-1300000	1.429010338889802
inter-distal_heterochromatin	centromere_Y	Y_Contig26	3L_10	600000-650000	1.429010338889802
inter-distal_heterochromatin	centromere_Y	Y_Contig26	3L_10	900000-950000	1.429010338889802
inter-distal_heterochromatin	centromere_Y	Y_Contig26	3L_10	950000-1000000	1.429010338889802
euchromatin	centromere_Y	Y_Contig26	3L_1	10100000-10150000	1.429010338889802
euchromatin	centromere_Y	Y_Contig26	3L_1	10150000-10200000	1.429010338889802
