#category	#chromosome	#contig_1	#contig_2	#window	#interactions per 100kb
euchromatin	centromere_X	Contig79	X_1	15500000-15550000	2.8497741553981846
euchromatin	centromere_X	Contig79	X_1	1550000-1600000	2.8497741553981846
euchromatin	centromere_X	Contig79	X_1	15600000-15650000	2.8497741553981846
euchromatin	centromere_X	Contig79	X_1	15850000-15900000	2.8497741553981846
euchromatin	centromere_X	Contig79	X_1	1600000-1650000	2.8497741553981846
euchromatin	centromere_X	Contig79	X_1	16250000-16300000	2.8497741553981846
euchromatin	centromere_X	Contig79	X_1	16400000-16450000	2.8497741553981846
euchromatin	centromere_X	Contig79	X_1	16900000-16950000	2.8497741553981846
euchromatin	centromere_X	Contig79	X_1	17000000-17050000	2.8497741553981846
euchromatin	centromere_X	Contig79	X_1	1700000-1750000	2.8497741553981846
euchromatin	centromere_X	Contig79	X_1	17100000-17150000	2.8497741553981846
euchromatin	centromere_X	Contig79	X_1	17150000-17200000	2.8497741553981846
euchromatin	centromere_X	Contig79	X_1	17200000-17250000	2.8497741553981846
euchromatin	centromere_X	Contig79	X_1	17250000-17300000	2.8497741553981846
euchromatin	centromere_X	Contig79	X_1	17400000-17450000	2.8497741553981846
euchromatin	centromere_X	Contig79	X_1	17450000-17500000	2.8497741553981846
euchromatin	centromere_X	Contig79	X_1	17550000-17600000	2.8497741553981846
euchromatin	centromere_X	Contig79	X_1	17650000-17700000	2.8497741553981846
euchromatin	centromere_X	Contig79	X_1	17700000-17750000	2.8497741553981846
euchromatin	centromere_X	Contig79	X_1	17800000-17850000	2.8497741553981846
euchromatin	centromere_X	Contig79	X_1	18100000-18150000	2.8497741553981846
euchromatin	centromere_X	Contig79	X_1	18400000-18450000	2.8497741553981846
euchromatin	centromere_X	Contig79	X_1	18450000-18500000	2.8497741553981846
euchromatin	centromere_X	Contig79	X_1	18550000-18600000	2.8497741553981846
euchromatin	centromere_X	Contig79	X_1	18850000-18900000	2.8497741553981846
euchromatin	centromere_X	Contig79	X_1	1900000-1950000	2.8497741553981846
euchromatin	centromere_X	Contig79	X_1	19100000-19150000	2.8497741553981846
euchromatin	centromere_X	Contig79	X_1	19300000-19350000	2.8497741553981846
euchromatin	centromere_X	Contig79	X_1	19350000-19400000	2.8497741553981846
euchromatin	centromere_X	Contig79	X_1	19850000-19900000	2.8497741553981846
euchromatin	centromere_X	Contig79	X_1	2000000-2050000	2.8497741553981846
euchromatin	centromere_X	Contig79	X_1	20100000-20150000	2.8497741553981846
euchromatin	centromere_X	Contig79	X_1	20150000-20200000	2.8497741553981846
euchromatin	centromere_X	Contig79	X_1	20350000-20400000	2.8497741553981846
euchromatin	centromere_X	Contig79	X_1	20500000-20550000	2.8497741553981846
euchromatin	centromere_X	Contig79	X_1	2050000-2100000	2.8497741553981846
euchromatin	centromere_X	Contig79	X_1	20900000-20950000	2.8497741553981846
euchromatin	centromere_X	Contig79	X_1	21050000-21100000	2.8497741553981846
euchromatin	centromere_X	Contig79	X_1	21100000-21150000	2.8497741553981846
euchromatin	centromere_X	Contig79	X_1	21250000-21300000	2.8497741553981846
euchromatin	centromere_X	Contig79	X_1	21350000-21400000	2.8497741553981846
euchromatin	centromere_X	Contig79	X_1	21400000-21450000	2.8497741553981846
euchromatin	centromere_X	Contig79	X_1	21450000-21500000	2.8497741553981846
euchromatin	centromere_X	Contig79	X_1	2150000-2200000	2.8497741553981846
euchromatin	centromere_X	Contig79	X_1	21600000-21650000	2.8497741553981846
euchromatin	centromere_X	Contig79	X_1	21650000-21700000	2.8497741553981846
euchromatin	centromere_X	Contig79	X_1	21800000-21850000	2.8497741553981846
euchromatin	centromere_X	Contig79	X_1	2250000-2300000	2.8497741553981846
euchromatin	centromere_X	Contig79	X_1	2400000-2450000	2.8497741553981846
euchromatin	centromere_X	Contig79	X_1	2450000-2500000	2.8497741553981846
euchromatin	centromere_X	Contig79	X_1	2550000-2600000	2.8497741553981846
euchromatin	centromere_X	Contig79	X_1	2700000-2750000	2.8497741553981846
euchromatin	centromere_X	Contig79	X_1	300000-350000	2.8497741553981846
euchromatin	centromere_X	Contig79	X_1	3050000-3100000	2.8497741553981846
euchromatin	centromere_X	Contig79	X_1	3250000-3300000	2.8497741553981846
euchromatin	centromere_X	Contig79	X_1	3400000-3450000	2.8497741553981846
euchromatin	centromere_X	Contig79	X_1	350000-400000	2.8497741553981846
euchromatin	centromere_X	Contig79	X_1	3550000-3600000	2.8497741553981846
euchromatin	centromere_X	Contig79	X_1	3750000-3800000	2.8497741553981846
euchromatin	centromere_X	Contig79	X_1	3900000-3950000	2.8497741553981846
euchromatin	centromere_X	Contig79	X_1	4000000-4050000	2.8497741553981846
euchromatin	centromere_X	Contig79	X_1	4550000-4600000	2.8497741553981846
euchromatin	centromere_X	Contig79	X_1	4600000-4650000	2.8497741553981846
euchromatin	centromere_X	Contig79	X_1	4650000-4700000	2.8497741553981846
euchromatin	centromere_X	Contig79	X_1	4700000-4750000	2.8497741553981846
euchromatin	centromere_X	Contig79	X_1	4850000-4900000	2.8497741553981846
euchromatin	centromere_X	Contig79	X_1	4900000-4950000	2.8497741553981846
euchromatin	centromere_X	Contig79	X_1	4950000-5000000	2.8497741553981846
euchromatin	centromere_X	Contig79	X_1	500000-550000	2.8497741553981846
euchromatin	centromere_X	Contig79	X_1	5200000-5250000	2.8497741553981846
euchromatin	centromere_X	Contig79	X_1	5400000-5450000	2.8497741553981846
euchromatin	centromere_X	Contig79	X_1	600000-650000	2.8497741553981846
euchromatin	centromere_X	Contig79	X_1	6100000-6150000	2.8497741553981846
euchromatin	centromere_X	Contig79	X_1	6400000-6450000	2.8497741553981846
euchromatin	centromere_X	Contig79	X_1	6450000-6500000	2.8497741553981846
euchromatin	centromere_X	Contig79	X_1	6750000-6800000	2.8497741553981846
euchromatin	centromere_X	Contig79	X_1	6800000-6850000	2.8497741553981846
euchromatin	centromere_X	Contig79	X_1	6850000-6900000	2.8497741553981846
euchromatin	centromere_X	Contig79	X_1	7100000-7150000	2.8497741553981846
euchromatin	centromere_X	Contig79	X_1	7200000-7250000	2.8497741553981846
euchromatin	centromere_X	Contig79	X_1	7300000-7350000	2.8497741553981846
euchromatin	centromere_X	Contig79	X_1	7350000-7400000	2.8497741553981846
euchromatin	centromere_X	Contig79	X_1	7850000-7900000	2.8497741553981846
euchromatin	centromere_X	Contig79	X_1	7900000-7950000	2.8497741553981846
euchromatin	centromere_X	Contig79	X_1	7950000-8000000	2.8497741553981846
euchromatin	centromere_X	Contig79	X_1	8350000-8400000	2.8497741553981846
euchromatin	centromere_X	Contig79	X_1	8450000-8500000	2.8497741553981846
euchromatin	centromere_X	Contig79	X_1	8550000-8600000	2.8497741553981846
euchromatin	centromere_X	Contig79	X_1	8650000-8700000	2.8497741553981846
euchromatin	centromere_X	Contig79	X_1	8800000-8850000	2.8497741553981846
euchromatin	centromere_X	Contig79	X_1	8850000-8900000	2.8497741553981846
euchromatin	centromere_X	Contig79	X_1	8900000-8950000	2.8497741553981846
euchromatin	centromere_X	Contig79	X_1	9000000-9050000	2.8497741553981846
euchromatin	centromere_X	Contig79	X_1	9050000-9100000	2.8497741553981846
euchromatin	centromere_X	Contig79	X_1	9100000-9150000	2.8497741553981846
euchromatin	centromere_X	Contig79	X_1	9350000-9400000	2.8497741553981846
euchromatin	centromere_X	Contig79	X_1	9950000-10000000	2.8497741553981846
euchromatin	centromere_X	Contig79	X_2	50000-100000	2.8497741553981846
distal_heterochromatin	centromere_X	Contig79	X_7	550000-600000	2.8497741553981846
inter-distal_heterochromatin	centromere_X	Contig79	Y_Contig10	0-50000	2.8497741553981846
inter-distal_heterochromatin	centromere_X	Contig79	Y_Contig104	0-50000	2.8497741553981846
inter-distal_heterochromatin	centromere_X	Contig79	Y_Contig104	300000-350000	2.8497741553981846
inter-distal_heterochromatin	centromere_X	Contig79	Y_Contig104	50000-100000	2.8497741553981846
inter-distal_heterochromatin	centromere_X	Contig79	Y_Contig140	0-50000	2.8497741553981846
inter-distal_heterochromatin	centromere_X	Contig79	Y_Contig140	150000-200000	2.8497741553981846
inter-distal_heterochromatin	centromere_X	Contig79	Y_Contig140	250000-300000	2.8497741553981846
inter-distal_heterochromatin	centromere_X	Contig79	Y_Contig141	100000-150000	2.8497741553981846
inter-distal_heterochromatin	centromere_X	Contig79	Y_Contig20	200000-250000	2.8497741553981846
inter-distal_heterochromatin	centromere_X	Contig79	Y_Contig22	0-50000	2.8497741553981846
inter-proximal_heterochromatin	centromere_X	Contig79	Y_Contig2	350000-400000	2.8497741553981846
inter-proximal_heterochromatin	centromere_X	Contig79	Y_Contig2	400000-450000	2.8497741553981846
inter-proximal_heterochromatin	centromere_X	Contig79	Y_Contig2	750000-800000	2.8497741553981846
inter-distal_heterochromatin	centromere_X	Contig79	Y_Contig28	50000-100000	2.8497741553981846
inter-distal_heterochromatin	centromere_X	Contig79	Y_Contig29	0-50000	2.8497741553981846
inter-distal_heterochromatin	centromere_X	Contig79	Y_Contig35	100000-150000	2.8497741553981846
inter-distal_heterochromatin	centromere_X	Contig79	Y_Contig4	0-50000	2.8497741553981846
inter-distal_heterochromatin	centromere_X	Contig79	Y_Contig4	50000-100000	2.8497741553981846
inter-distal_heterochromatin	centromere_X	Contig79	Y_Contig6	400000-450000	2.8497741553981846
inter-distal_heterochromatin	centromere_X	Contig79	Y_Contig6	50000-100000	2.8497741553981846
inter-distal_heterochromatin	centromere_X	Contig79	Y_Contig74	0-50000	2.8497741553981846
inter-distal_heterochromatin	centromere_X	Contig79	Y_scaffold3	100000-150000	2.8497741553981846
inter-distal_heterochromatin	centromere_X	Contig79	Y_scaffold4	1000000-1050000	2.8497741553981846
inter-distal_heterochromatin	centromere_X	Contig79	Y_scaffold4	1050000-1100000	2.8497741553981846
inter-distal_heterochromatin	centromere_X	Contig79	Y_scaffold4	1350000-1400000	2.8497741553981846
inter-distal_heterochromatin	centromere_X	Contig79	Y_scaffold4	1950000-2000000	2.8497741553981846
inter-distal_heterochromatin	centromere_X	Contig79	Y_scaffold4	2200000-2250000	2.8497741553981846
inter-distal_heterochromatin	centromere_X	Contig79	Y_scaffold4	2250000-2300000	2.8497741553981846
inter-distal_heterochromatin	centromere_X	Contig79	Y_scaffold4	2300000-2350000	2.8497741553981846
inter-distal_heterochromatin	centromere_X	Contig79	Y_scaffold4	2850000-2900000	2.8497741553981846
inter-distal_heterochromatin	centromere_X	Contig79	Y_scaffold4	2900000-2950000	2.8497741553981846
inter-distal_heterochromatin	centromere_X	Contig79	Y_scaffold4	450000-500000	2.8497741553981846
inter-distal_heterochromatin	centromere_X	Contig79	Y_scaffold4	500000-550000	2.8497741553981846
inter-distal_heterochromatin	centromere_X	Contig79	Y_scaffold4	800000-850000	2.8497741553981846
inter-distal_heterochromatin	centromere_X	Contig79	Y_scaffold5	0-50000	2.8497741553981846
inter-distal_heterochromatin	centromere_X	Contig79	Y_scaffold5	250000-300000	2.8497741553981846
inter-distal_heterochromatin	centromere_X	Contig79	Y_scaffold5	350000-400000	2.8497741553981846
inter-distal_heterochromatin	centromere_X	Contig79	Y_scaffold5	600000-650000	2.8497741553981846
inter-distal_heterochromatin	centromere_X	Contig79	Y_scaffold7	1100000-1150000	2.8497741553981846
inter-distal_heterochromatin	centromere_X	Contig79	Y_scaffold7	1200000-1250000	2.8497741553981846
inter-distal_heterochromatin	centromere_X	Contig79	Y_scaffold7	1400000-1450000	2.8497741553981846
inter-distal_heterochromatin	centromere_X	Contig79	Y_scaffold7	1500000-1550000	2.8497741553981846
inter-distal_heterochromatin	centromere_X	Contig79	Y_scaffold7	1750000-1800000	2.8497741553981846
inter-distal_heterochromatin	centromere_X	Contig79	Y_scaffold7	1900000-1950000	2.8497741553981846
inter-distal_heterochromatin	centromere_X	Contig79	Y_scaffold7	400000-450000	2.8497741553981846
inter-distal_heterochromatin	centromere_X	Contig79	Y_scaffold7	500000-550000	2.8497741553981846
centromere	centromere_Y	Y_Contig26	Contig119	50000-93914	224.53366439722257
inter-proximal_heterochromatin	centromere_Y	Y_Contig26	Contig102	0-4967	201.3906255733564
centromere	centromere_Y	Y_Contig26	Contig119	0-50000	178.6262923612252
inter-proximal_heterochromatin	centromere_Y	Y_Contig26	Contig95	0-17404	164.21631106524958
distal_heterochromatin	centromere_Y	Y_Contig26	Y_Contig70	0-28820	136.3559483673475
inter-proximal_heterochromatin	centromere_Y	Y_Contig26	Contig103	0-7153	119.8666578126494
distal_heterochromatin	centromere_Y	Y_Contig26	Y_scaffold4	3300000-3349330	95.595664267917
inter-proximal_heterochromatin	centromere_Y	Y_Contig26	Contig83	0-15769	90.6214940002411
distal_heterochromatin	centromere_Y	Y_Contig26	Y_Contig52	0-39424	81.55624143927695
inter-proximal_heterochromatin	centromere_Y	Y_Contig26	Contig96	0-19727	76.06127925352521
distal_heterochromatin	centromere_Y	Y_Contig26	Y_scaffold4	3100000-3150000	75.73754796115949
distal_heterochromatin	centromere_Y	Y_Contig26	Y_Contig10	250000-300000	70.0215066056003
inter-proximal_heterochromatin	centromere_Y	Y_Contig26	Contig31	0-27958	69.00221609203922
inter-distal_heterochromatin	centromere_Y	Y_Contig26	3L_8	0-9398	60.82189141901689
centromere	centromere_Y	Y_Contig26	Contig79	0-50000	54.30239287781247
distal_heterochromatin	centromere_Y	Y_Contig26	Y_scaffold4	3250000-3300000	54.30239287781247
distal_heterochromatin	centromere_Y	Y_Contig26	Y_Contig10	100000-150000	52.87338253892267
distal_heterochromatin	centromere_Y	Y_Contig26	Y_scaffold4	3150000-3200000	52.87338253892267
distal_heterochromatin	centromere_Y	Y_Contig26	Y_Contig10	200000-250000	47.15734118336346
distal_heterochromatin	centromere_Y	Y_Contig26	Y_Contig4	150000-200000	45.72833084447366
distal_heterochromatin	centromere_Y	Y_Contig26	Y_scaffold4	3050000-3100000	45.72833084447366
euchromatin	centromere_Y	Y_Contig26	4_2	1250000-1300000	42.870310166694054
distal_heterochromatin	centromere_Y	Y_Contig26	Y_scaffold4	3200000-3250000	42.870310166694054
distal_heterochromatin	centromere_Y	Y_Contig26	Y_Contig140	500000-550000	41.44129982780425
distal_heterochromatin	centromere_Y	Y_Contig26	Y_scaffold4	2950000-3000000	41.44129982780425
inter-distal_heterochromatin	centromere_Y	Y_Contig26	3Cen_31_D1643_D1653_D1791_8	0-50000	37.15426881113485
distal_heterochromatin	centromere_Y	Y_Contig26	Y_scaffold4	3000000-3050000	37.15426881113485
inter-proximal_heterochromatin	centromere_Y	Y_Contig26	3Cen_27_D1777	0-11973	35.8058215707793
distal_heterochromatin	centromere_Y	Y_Contig26	Y_Contig10	150000-200000	32.86723779446544
distal_heterochromatin	centromere_Y	Y_Contig26	Y_Contig140	450000-500000	32.86723779446544
distal_heterochromatin	centromere_Y	Y_Contig26	Y_Contig4	0-50000	32.86723779446544
proximal_heterochromatin	centromere_Y	Y_Contig26	Y_Contig2	800000-850000	31.438227455575642
distal_heterochromatin	centromere_Y	Y_Contig26	Y_Contig10	300000-350000	30.00921711668584
distal_heterochromatin	centromere_Y	Y_Contig26	Y_Contig140	300000-350000	30.00921711668584
distal_heterochromatin	centromere_Y	Y_Contig26	Y_scaffold4	1500000-1550000	30.00921711668584
inter-distal_heterochromatin	centromere_Y	Y_Contig26	3_scaffold1	1650000-1700000	28.580206777796036
distal_heterochromatin	centromere_Y	Y_Contig26	Y_scaffold4	1800000-1850000	27.151196438906236
distal_heterochromatin	centromere_Y	Y_Contig26	Y_Contig10	0-50000	25.722186100016433
distal_heterochromatin	centromere_Y	Y_Contig26	Y_Contig140	400000-450000	25.722186100016433
proximal_heterochromatin	centromere_Y	Y_Contig26	Y_Contig2	300000-350000	25.722186100016433
inter-distal_heterochromatin	centromere_Y	Y_Contig26	2R_21	1300000-1350000	24.293175761126633
distal_heterochromatin	centromere_Y	Y_Contig26	Y_scaffold4	1450000-1500000	22.86416542223683
inter-distal_heterochromatin	centromere_Y	Y_Contig26	3_scaffold1	1550000-1600000	21.435155083347027
inter-distal_heterochromatin	centromere_Y	Y_Contig26	3_scaffold1	650000-700000	21.435155083347027
distal_heterochromatin	centromere_Y	Y_Contig26	Y_Contig4	100000-150000	21.435155083347027
distal_heterochromatin	centromere_Y	Y_Contig26	Y_Contig4	200000-250000	21.435155083347027
distal_heterochromatin	centromere_Y	Y_Contig26	Y_scaffold4	1550000-1600000	21.435155083347027
distal_heterochromatin	centromere_Y	Y_Contig26	Y_scaffold4	1900000-1950000	21.435155083347027
inter-distal_heterochromatin	centromere_Y	Y_Contig26	3_scaffold1	2250000-2300000	20.006144744457224
distal_heterochromatin	centromere_Y	Y_Contig26	Y_Contig140	350000-400000	20.006144744457224
proximal_heterochromatin	centromere_Y	Y_Contig26	Y_Contig2	850000-900000	20.006144744457224
distal_heterochromatin	centromere_Y	Y_Contig26	Y_Contig6	50000-100000	20.006144744457224
distal_heterochromatin	centromere_Y	Y_Contig26	Y_scaffold3	0-50000	20.006144744457224
distal_heterochromatin	centromere_Y	Y_Contig26	Y_scaffold4	2700000-2750000	20.006144744457224
distal_heterochromatin	centromere_Y	Y_Contig26	Y_scaffold7	1450000-1500000	20.006144744457224
inter-proximal_heterochromatin	centromere_Y	Y_Contig26	3R_6	0-45849	18.700652213437177
inter-distal_heterochromatin	centromere_Y	Y_Contig26	2R_16	550000-600000	18.577134405567424
inter-distal_heterochromatin	centromere_Y	Y_Contig26	3_scaffold1	1800000-1850000	18.577134405567424
inter-distal_heterochromatin	centromere_Y	Y_Contig26	3_scaffold1	250000-300000	18.577134405567424
euchromatin	centromere_Y	Y_Contig26	4_2	1200000-1250000	18.577134405567424
proximal_heterochromatin	centromere_Y	Y_Contig26	Y_Contig2	650000-700000	18.577134405567424
inter-distal_heterochromatin	centromere_Y	Y_Contig26	3_scaffold1	1250000-1300000	17.14812406667762
inter-distal_heterochromatin	centromere_Y	Y_Contig26	3_scaffold1	2050000-2100000	17.14812406667762
inter-distal_heterochromatin	centromere_Y	Y_Contig26	3_scaffold1	2300000-2350000	17.14812406667762
inter-distal_heterochromatin	centromere_Y	Y_Contig26	3_scaffold1	600000-650000	17.14812406667762
inter-distal_heterochromatin	centromere_Y	Y_Contig26	3_scaffold1	900000-950000	17.14812406667762
inter-distal_heterochromatin	centromere_Y	Y_Contig26	3_scaffold1	950000-1000000	17.14812406667762
euchromatin	centromere_Y	Y_Contig26	4_2	800000-850000	17.14812406667762
distal_heterochromatin	centromere_Y	Y_Contig26	Y_Contig4	400000-450000	17.14812406667762
distal_heterochromatin	centromere_Y	Y_Contig26	Y_scaffold4	2450000-2500000	17.14812406667762
distal_heterochromatin	centromere_Y	Y_Contig26	Y_scaffold4	600000-650000	17.14812406667762
distal_heterochromatin	centromere_Y	Y_Contig26	Y_scaffold6	200000-250000	17.14812406667762
inter-distal_heterochromatin	centromere_Y	Y_Contig26	Contig94	0-12855	16.674566381444595
inter-distal_heterochromatin	centromere_Y	Y_Contig26	3_scaffold2	1700000-1735083	16.292909259639163
centromere	centromere_Y	Y_Contig26	3R_5	50000-100000	15.719113727787821
inter-distal_heterochromatin	centromere_Y	Y_Contig26	3_scaffold1	1100000-1150000	15.719113727787821
inter-distal_heterochromatin	centromere_Y	Y_Contig26	3_scaffold1	1400000-1450000	15.719113727787821
inter-distal_heterochromatin	centromere_Y	Y_Contig26	3_scaffold1	1750000-1800000	15.719113727787821
inter-distal_heterochromatin	centromere_Y	Y_Contig26	3_scaffold1	2150000-2200000	15.719113727787821
inter-distal_heterochromatin	centromere_Y	Y_Contig26	3_scaffold1	2600000-2650000	15.719113727787821
euchromatin	centromere_Y	Y_Contig26	4_2	250000-300000	15.719113727787821
distal_heterochromatin	centromere_Y	Y_Contig26	Y_Contig10	50000-100000	15.719113727787821
distal_heterochromatin	centromere_Y	Y_Contig26	Y_scaffold4	2300000-2350000	15.719113727787821
inter-proximal_heterochromatin	centromere_Y	Y_Contig26	3Cen_36_D1605_2	0-9663	14.788474996272399
inter-proximal_heterochromatin	centromere_Y	Y_Contig26	Contig120	50000-98825	14.63400244638814
inter-distal_heterochromatin	centromere_Y	Y_Contig26	3L_10	550000-600000	14.290103388898018
inter-distal_heterochromatin	centromere_Y	Y_Contig26	3_scaffold1	1850000-1900000	14.290103388898018
inter-distal_heterochromatin	centromere_Y	Y_Contig26	3_scaffold1	200000-250000	14.290103388898018
inter-distal_heterochromatin	centromere_Y	Y_Contig26	3_scaffold1	700000-750000	14.290103388898018
inter-distal_heterochromatin	centromere_Y	Y_Contig26	3_scaffold1	800000-850000	14.290103388898018
inter-distal_heterochromatin	centromere_Y	Y_Contig26	3_scaffold1	850000-900000	14.290103388898018
inter-distal_heterochromatin	centromere_Y	Y_Contig26	4_2	0-50000	14.290103388898018
euchromatin	centromere_Y	Y_Contig26	4_2	100000-150000	14.290103388898018
euchromatin	centromere_Y	Y_Contig26	4_2	700000-750000	14.290103388898018
distal_heterochromatin	centromere_Y	Y_Contig26	Y_Contig140	200000-250000	14.290103388898018
proximal_heterochromatin	centromere_Y	Y_Contig26	Y_Contig2	900000-950000	14.290103388898018
distal_heterochromatin	centromere_Y	Y_Contig26	Y_scaffold4	2150000-2200000	14.290103388898018
distal_heterochromatin	centromere_Y	Y_Contig26	Y_scaffold5	400000-450000	14.290103388898018
distal_heterochromatin	centromere_Y	Y_Contig26	Y_scaffold7	700000-750000	14.290103388898018
inter-distal_heterochromatin	centromere_Y	Y_Contig26	2R_16	200000-250000	12.861093050008217
inter-distal_heterochromatin	centromere_Y	Y_Contig26	2R_16	650000-700000	12.861093050008217
inter-distal_heterochromatin	centromere_Y	Y_Contig26	3_scaffold1	750000-800000	12.861093050008217
inter-distal_heterochromatin	centromere_Y	Y_Contig26	3_scaffold2	550000-600000	12.861093050008217
euchromatin	centromere_Y	Y_Contig26	4_2	1100000-1150000	12.861093050008217
euchromatin	centromere_Y	Y_Contig26	4_2	1150000-1200000	12.861093050008217
euchromatin	centromere_Y	Y_Contig26	4_2	400000-450000	12.861093050008217
euchromatin	centromere_Y	Y_Contig26	4_2	850000-900000	12.861093050008217
euchromatin	centromere_Y	Y_Contig26	4_2	950000-1000000	12.861093050008217
distal_heterochromatin	centromere_Y	Y_Contig26	Y_Contig4	350000-400000	12.861093050008217
distal_heterochromatin	centromere_Y	Y_Contig26	Y_Contig4	50000-100000	12.861093050008217
distal_heterochromatin	centromere_Y	Y_Contig26	Y_scaffold4	1600000-1650000	12.861093050008217
distal_heterochromatin	centromere_Y	Y_Contig26	Y_scaffold7	1350000-1400000	12.861093050008217
inter-proximal_heterochromatin	centromere_Y	Y_Contig26	3Cen_50_D1686_1	0-5642	12.664040578605121
inter-distal_heterochromatin	centromere_Y	Y_Contig26	X3X4_6_D1712_2	50000-67988	11.916363733237173
inter-distal_heterochromatin	centromere_Y	Y_Contig26	2R_16	250000-300000	11.432082711118415
inter-distal_heterochromatin	centromere_Y	Y_Contig26	2R_16	500000-550000	11.432082711118415
inter-distal_heterochromatin	centromere_Y	Y_Contig26	2R_16	700000-750000	11.432082711118415
inter-distal_heterochromatin	centromere_Y	Y_Contig26	2R_18	650000-700000	11.432082711118415
inter-distal_heterochromatin	centromere_Y	Y_Contig26	2R_20	1250000-1300000	11.432082711118415
inter-distal_heterochromatin	centromere_Y	Y_Contig26	3L_1	24150000-24200000	11.432082711118415
euchromatin	centromere_Y	Y_Contig26	3R_28	3250000-3300000	11.432082711118415
inter-distal_heterochromatin	centromere_Y	Y_Contig26	3_scaffold1	0-50000	11.432082711118415
inter-distal_heterochromatin	centromere_Y	Y_Contig26	3_scaffold1	1900000-1950000	11.432082711118415
inter-distal_heterochromatin	centromere_Y	Y_Contig26	3_scaffold1	2200000-2250000	11.432082711118415
inter-distal_heterochromatin	centromere_Y	Y_Contig26	3_scaffold1	2650000-2700000	11.432082711118415
inter-distal_heterochromatin	centromere_Y	Y_Contig26	3_scaffold2	100000-150000	11.432082711118415
inter-distal_heterochromatin	centromere_Y	Y_Contig26	3_scaffold2	950000-1000000	11.432082711118415
euchromatin	centromere_Y	Y_Contig26	4_2	750000-800000	11.432082711118415
proximal_heterochromatin	centromere_Y	Y_Contig26	Y_Contig2	400000-450000	11.432082711118415
distal_heterochromatin	centromere_Y	Y_Contig26	Y_scaffold4	1750000-1800000	11.432082711118415
distal_heterochromatin	centromere_Y	Y_Contig26	Y_scaffold4	550000-600000	11.432082711118415
distal_heterochromatin	centromere_Y	Y_Contig26	Y_scaffold7	1850000-1900000	11.432082711118415
inter-proximal_heterochromatin	centromere_Y	Y_Contig26	3R_1	0-27264	10.482763636222138
inter-proximal_heterochromatin	centromere_Y	Y_Contig26	Contig145	50000-99622	10.079271666023752
euchromatin	centromere_Y	Y_Contig26	2L_1	19500000-19550000	10.003072372228612
euchromatin	centromere_Y	Y_Contig26	2L_1	20150000-20200000	10.003072372228612
euchromatin	centromere_Y	Y_Contig26	2L_1	21150000-21200000	10.003072372228612
inter-distal_heterochromatin	centromere_Y	Y_Contig26	2R_20	1100000-1150000	10.003072372228612
inter-distal_heterochromatin	centromere_Y	Y_Contig26	2R_20	1750000-1800000	10.003072372228612
euchromatin	centromere_Y	Y_Contig26	3L_1	21300000-21350000	10.003072372228612
inter-distal_heterochromatin	centromere_Y	Y_Contig26	3L_4	1300000-1350000	10.003072372228612
inter-distal_heterochromatin	centromere_Y	Y_Contig26	3L_4	1650000-1700000	10.003072372228612
inter-distal_heterochromatin	centromere_Y	Y_Contig26	3L_4	1700000-1750000	10.003072372228612
inter-distal_heterochromatin	centromere_Y	Y_Contig26	3L_4	550000-600000	10.003072372228612
euchromatin	centromere_Y	Y_Contig26	3R_28	50000-100000	10.003072372228612
inter-distal_heterochromatin	centromere_Y	Y_Contig26	3_scaffold1	1200000-1250000	10.003072372228612
inter-distal_heterochromatin	centromere_Y	Y_Contig26	3_scaffold1	1950000-2000000	10.003072372228612
inter-distal_heterochromatin	centromere_Y	Y_Contig26	3_scaffold1	2500000-2550000	10.003072372228612
inter-distal_heterochromatin	centromere_Y	Y_Contig26	3_scaffold1	350000-400000	10.003072372228612
inter-distal_heterochromatin	centromere_Y	Y_Contig26	3_scaffold2	850000-900000	10.003072372228612
euchromatin	centromere_Y	Y_Contig26	4_2	350000-400000	10.003072372228612
euchromatin	centromere_Y	Y_Contig26	4_2	50000-100000	10.003072372228612
euchromatin	centromere_Y	Y_Contig26	4_2	550000-600000	10.003072372228612
euchromatin	centromere_Y	Y_Contig26	4_2	600000-650000	10.003072372228612
inter-distal_heterochromatin	centromere_Y	Y_Contig26	Contig5	350000-400000	10.003072372228612
distal_heterochromatin	centromere_Y	Y_Contig26	Y_scaffold4	1250000-1300000	10.003072372228612
distal_heterochromatin	centromere_Y	Y_Contig26	Y_scaffold4	2200000-2250000	10.003072372228612
distal_heterochromatin	centromere_Y	Y_Contig26	Y_scaffold4	2650000-2700000	10.003072372228612
distal_heterochromatin	centromere_Y	Y_Contig26	Y_scaffold6	350000-400000	10.003072372228612
distal_heterochromatin	centromere_Y	Y_Contig26	Y_scaffold7	1250000-1300000	10.003072372228612
distal_heterochromatin	centromere_Y	Y_Contig26	Y_scaffold7	1300000-1350000	10.003072372228612
distal_heterochromatin	centromere_Y	Y_Contig26	Y_scaffold7	1500000-1550000	10.003072372228612
distal_heterochromatin	centromere_Y	Y_Contig26	Y_scaffold7	2000000-2050000	10.003072372228612
distal_heterochromatin	centromere_Y	Y_Contig26	Y_Contig10	350000-396096	9.300223482882258
centromere	centromere_Y	Y_Contig26	tig00057289	0-24561	8.72731366123001
euchromatin	centromere_Y	Y_Contig26	2L_1	4650000-4700000	8.57406203333881
inter-distal_heterochromatin	centromere_Y	Y_Contig26	2R_16	150000-200000	8.57406203333881
inter-distal_heterochromatin	centromere_Y	Y_Contig26	2R_16	350000-400000	8.57406203333881
