Transposon	position	bdgp_1	bdgp_2	wt_1	wt_2
G2_DM	872	8	7	1	3
G2_DM	873	8	7	1	2
G2_DM	874	8	7	1	2
G2_DM	875	8	7	1	2
G2_DM	876	7	7	1	2
G2_DM	877	7	7	1	2
G2_DM	878	7	7	1	2
G2_DM	879	8	7	1	2
G2_DM	880	8	7	1	2
G2_DM	881	8	7	1	2
G2_DM	882	8	6	1	2
G2_DM	883	8	6	1	2
G2_DM	884	8	6	1	2
G2_DM	885	9	6	1	2
G2_DM	886	9	7	1	2
G2_DM	887	9	6	1	2
G2_DM	888	8	6	1	2
G2_DM	889	8	6	1	2
G2_DM	890	8	6	1	2
G2_DM	891	8	6	1	2
G2_DM	892	8	6	1	2
G2_DM	893	8	6	1	2
G2_DM	894	8	6	1	2
G2_DM	895	7	6	1	2
G2_DM	896	7	6	1	2
G2_DM	897	7	5	1	2
G2_DM	898	7	4	1	2
G2_DM	899	7	4	1	3
G2_DM	900	7	3	1	3
G2_DM	901	7	3	1	3
G2_DM	902	7	3	1	3
G2_DM	903	7	3	1	3
G2_DM	904	7	3	0	3
G2_DM	905	7	3	0	2
G2_DM	906	7	3	0	2
G2_DM	907	7	3	0	2
G2_DM	908	7	3	0	2
G2_DM	909	7	3	0	2
G2_DM	910	7	3	0	2
G2_DM	911	7	3	0	2
G2_DM	912	7	3	0	2
G2_DM	913	7	3	0	2
G2_DM	914	7	3	0	2
G2_DM	915	7	3	0	2
G2_DM	916	7	3	0	2
G2_DM	917	7	3	0	2
G2_DM	918	6	3	0	2
G2_DM	919	6	3	0	2
G2_DM	920	6	3	0	2
G2_DM	921	6	3	0	2
G2_DM	922	6	3	0	2
G2_DM	923	6	3	0	2
G2_DM	924	6	3	0	2
G2_DM	925	6	3	0	2
G2_DM	926	6	3	0	2
G2_DM	927	6	3	0	2
G2_DM	928	6	3	0	2
G2_DM	929	6	3	0	1
G2_DM	930	6	3	0	1
G2_DM	931	6	3	0	1
G2_DM	932	6	3	0	1
G2_DM	933	6	3	0	1
G2_DM	934	6	3	0	1
G2_DM	935	6	3	0	1
G2_DM	936	6	3	0	1
G2_DM	937	6	3	0	1
G2_DM	938	6	3	0	1
G2_DM	939	6	3	0	1
G2_DM	940	6	3	0	1
G2_DM	941	6	3	0	1
G2_DM	942	6	3	0	1
G2_DM	943	6	3	0	1
G2_DM	944	6	3	0	1
G2_DM	945	6	3	0	1
G2_DM	946	6	3	0	1
G2_DM	947	6	3	0	1
G2_DM	948	6	3	0	1
G2_DM	949	6	3	0	1
G2_DM	950	5	3	1	1
G2_DM	951	4	2	1	2
G2_DM	952	4	2	1	2
G2_DM	953	4	2	1	2
G2_DM	954	3	2	1	2
G2_DM	955	3	1	1	2
G2_DM	956	3	1	1	2
G2_DM	957	3	1	2	2
G2_DM	958	3	1	2	2
G2_DM	959	3	1	2	2
G2_DM	960	2	1	2	2
G2_DM	961	2	1	2	2
G2_DM	962	2	1	2	2
G2_DM	963	2	1	2	2
G2_DM	964	2	1	2	2
G2_DM	965	2	1	2	2
G2_DM	966	2	1	2	2
G2_DM	967	2	1	2	3
G2_DM	968	2	1	2	3
G2_DM	969	2	1	2	3
G2_DM	970	2	1	2	3
G2_DM	971	2	1	2	3
G2_DM	972	2	1	2	3
G2_DM	973	2	2	2	3
G2_DM	974	2	2	3	3
G2_DM	975	3	2	3	2
G2_DM	976	3	2	3	2
G2_DM	977	2	1	3	2
G2_DM	978	1	1	3	2
G2_DM	979	1	1	3	2
G2_DM	980	1	1	3	2
G2_DM	981	1	1	3	2
G2_DM	982	1	1	3	2
G2_DM	983	1	1	3	2
G2_DM	984	1	1	3	2
G2_DM	985	1	1	3	2
G2_DM	986	1	1	3	2
G2_DM	987	1	1	3	2
G2_DM	988	1	1	3	2
G2_DM	989	1	1	3	2
G2_DM	990	1	1	3	2
G2_DM	991	1	1	3	2
G2_DM	992	1	1	3	2
G2_DM	993	1	1	4	2
G2_DM	994	1	1	4	2
G2_DM	995	1	1	4	2
G2_DM	996	1	1	4	2
G2_DM	997	1	1	4	2
G2_DM	998	1	1	4	3
G2_DM	999	1	1	4	3
G2_DM	1000	1	1	4	3
G2_DM	1001	1	1	4	3
G2_DM	1002	1	1	4	3
G2_DM	1003	1	2	4	3
G2_DM	1004	1	2	4	3
G2_DM	1005	1	2	4	3
G2_DM	1006	1	2	4	3
G2_DM	1007	1	2	4	3
G2_DM	1008	1	2	4	3
G2_DM	1009	1	2	4	3
G2_DM	1010	1	2	4	3
G2_DM	1011	1	2	4	3
G2_DM	1012	1	2	4	3
G2_DM	1013	1	2	4	3
G2_DM	1014	1	2	4	3
G2_DM	1015	1	2	4	3
G2_DM	1016	2	2	4	3
G2_DM	1017	2	2	4	3
G2_DM	1018	2	2	4	3
G2_DM	1019	2	2	4	3
G2_DM	1020	2	2	4	3
G2_DM	1021	2	2	4	3
G2_DM	1022	2	2	4	3
G2_DM	1023	2	2	4	3
G2_DM	1024	2	2	4	3
G2_DM	1025	2	2	4	3
G2_DM	1026	2	2	3	3
G2_DM	1027	2	2	3	2
G2_DM	1028	2	2	3	2
G2_DM	1029	3	2	3	2
G2_DM	1030	3	2	3	2
G2_DM	1031	3	4	3	2
G2_DM	1032	3	4	3	2
G2_DM	1033	3	4	2	2
G2_DM	1034	3	4	2	2
G2_DM	1035	3	4	2	2
G2_DM	1036	3	4	2	2
G2_DM	1037	3	4	2	2
G2_DM	1038	4	6	3	2
G2_DM	1039	4	6	3	2
G2_DM	1040	4	6	3	2
G2_DM	1041	4	6	3	2
G2_DM	1042	4	6	3	2
G2_DM	1043	4	6	3	1
G2_DM	1044	4	6	3	1
G2_DM	1045	4	6	3	1
G2_DM	1046	4	6	3	1
G2_DM	1047	4	6	3	1
G2_DM	1048	4	6	3	1
G2_DM	1049	4	6	3	1
G2_DM	1050	4	6	2	1
G2_DM	1051	4	6	2	1
G2_DM	1052	4	6	2	1
G2_DM	1053	4	6	2	1
G2_DM	1054	4	6	3	1
G2_DM	1055	4	6	3	1
G2_DM	1056	4	6	3	1
G2_DM	1057	4	6	3	1
G2_DM	1058	4	6	3	1
G2_DM	1059	4	6	3	1
G2_DM	1060	4	6	3	1
G2_DM	1061	4	6	3	1
G2_DM	1062	4	6	3	1
G2_DM	1063	4	6	3	1
G2_DM	1064	4	6	3	1
G2_DM	1065	4	6	3	1
G2_DM	1066	4	6	3	1
G2_DM	1067	4	6	3	1
G2_DM	1068	4	6	3	1
G2_DM	1069	4	6	2	1
G2_DM	1070	4	6	2	1
G2_DM	1071	3	6	2	1
G2_DM	1072	3	6	2	1
G2_DM	1073	3	5	2	1
G2_DM	1074	3	5	2	0
G2_DM	1075	3	5	2	0
G2_DM	1076	3	5	2	0
G2_DM	1077	3	5	2	0
G2_DM	1078	3	5	2	0
G2_DM	1079	3	5	2	0
G2_DM	1080	3	5	2	0
G2_DM	1081	3	5	2	0
G2_DM	1082	3	5	2	0
G2_DM	1083	3	5	2	0
G2_DM	1084	3	5	2	0
G2_DM	1085	3	5	2	0
G2_DM	1086	3	5	2	0
G2_DM	1087	3	5	2	0
G2_DM	1088	3	5	2	0
G2_DM	1089	3	5	2	0
G2_DM	1090	3	5	2	0
G2_DM	1091	3	5	2	0
G2_DM	1092	3	6	2	0
G2_DM	1093	3	6	2	0
G2_DM	1094	3	6	2	0
G2_DM	1095	4	6	2	0
G2_DM	1096	4	6	2	0
G2_DM	1097	4	6	2	0
G2_DM	1098	4	6	2	0
G2_DM	1099	4	6	2	0
G2_DM	1100	4	6	2	0
G2_DM	1101	4	6	2	0
G2_DM	1102	4	6	2	0
G2_DM	1103	4	5	2	0
G2_DM	1104	4	5	2	0
G2_DM	1105	4	5	2	0
G2_DM	1106	4	5	2	0
G2_DM	1107	4	6	2	0
G2_DM	1108	4	6	2	0
G2_DM	1109	4	6	2	0
G2_DM	1110	4	6	2	0
G2_DM	1111	4	6	2	0
G2_DM	1112	3	7	1	0
G2_DM	1113	3	8	1	0
G2_DM	1114	3	8	1	0
G2_DM	1115	3	8	1	0
G2_DM	1116	3	8	1	0
G2_DM	1117	3	8	1	0
G2_DM	1118	3	8	1	0
G2_DM	1119	3	8	1	0
G2_DM	1120	3	8	1	0
G2_DM	1121	3	6	1	0
G2_DM	1122	3	6	1	0
G2_DM	1123	3	6	1	0
G2_DM	1124	3	6	1	0
G2_DM	1125	3	6	1	0
G2_DM	1126	3	6	1	0
G2_DM	1127	3	6	1	0
G2_DM	1128	2	6	1	0
G2_DM	1129	2	6	1	0
G2_DM	1130	2	6	0	0
G2_DM	1131	1	6	0	0
G2_DM	1132	1	6	0	0
G2_DM	1133	1	6	0	0
G2_DM	1134	1	6	0	0
G2_DM	1135	1	6	0	0
G2_DM	1136	1	5	0	0
G2_DM	1137	1	4	0	0
G2_DM	1138	1	4	0	0
G2_DM	1139	1	4	0	0
G2_DM	1140	1	4	0	0
G2_DM	1141	1	4	0	0
G2_DM	1142	1	4	0	0
G2_DM	1143	1	4	0	0
G2_DM	1144	1	4	0	0
G2_DM	1145	1	4	0	0
G2_DM	1146	1	4	0	0
G2_DM	1147	2	4	0	0
G2_DM	1148	2	4	0	0
G2_DM	1149	2	4	1	0
G2_DM	1150	2	4	1	0
G2_DM	1151	2	4	1	0
G2_DM	1152	2	4	1	0
G2_DM	1153	2	4	1	0
G2_DM	1154	2	4	1	0
G2_DM	1155	2	4	1	0
G2_DM	1156	2	4	1	0
G2_DM	1157	2	4	1	0
G2_DM	1158	2	4	1	0
G2_DM	1159	2	4	1	0
G2_DM	1160	2	4	1	0
G2_DM	1161	2	4	1	0
G2_DM	1162	2	4	1	0
G2_DM	1163	2	4	1	0
G2_DM	1164	2	4	1	0
G2_DM	1165	2	4	1	0
G2_DM	1166	2	4	1	0
G2_DM	1167	2	4	1	0
G2_DM	1168	2	4	1	0
G2_DM	1169	2	4	1	0
G2_DM	1170	2	4	1	0
G2_DM	1171	2	4	1	0
G2_DM	1172	2	5	1	0
G2_DM	1173	2	5	1	0
G2_DM	1174	2	5	1	0
G2_DM	1175	2	5	1	0
G2_DM	1176	2	5	1	0
G2_DM	1177	2	5	1	0
G2_DM	1178	2	5	1	0
G2_DM	1179	2	5	1	0
G2_DM	1180	2	5	1	0
G2_DM	1181	2	5	1	0
G2_DM	1182	2	5	1	0
G2_DM	1183	2	5	1	0
G2_DM	1184	3	5	1	0
G2_DM	1185	3	5	1	0
G2_DM	1186	3	5	1	0
G2_DM	1187	3	5	1	0
G2_DM	1188	3	5	1	0
G2_DM	1189	3	5	1	0
G2_DM	1190	3	5	1	0
G2_DM	1191	3	4	1	0
G2_DM	1192	3	4	1	0
G2_DM	1193	4	4	1	0
G2_DM	1194	4	4	1	0
G2_DM	1195	3	4	1	0
G2_DM	1196	3	4	1	0
G2_DM	1197	3	4	1	0
G2_DM	1198	3	4	1	0
G2_DM	1199	3	4	1	0
G2_DM	1200	3	4	1	0
G2_DM	1201	3	4	1	0
G2_DM	1202	3	4	1	0
G2_DM	1203	3	4	1	0
G2_DM	1204	3	4	1	0
G2_DM	1205	3	4	1	0
G2_DM	1206	3	3	1	0
G2_DM	1207	3	3	1	0
G2_DM	1208	3	2	1	0
G2_DM	1209	3	2	1	0
G2_DM	1210	4	2	1	0
G2_DM	1211	4	2	1	0
G2_DM	1212	4	1	1	0
G2_DM	1213	4	1	1	0
G2_DM	1214	4	1	1	0
G2_DM	1215	4	1	1	0
G2_DM	1216	4	1	1	0
G2_DM	1217	4	1	1	0
G2_DM	1218	4	1	1	0
G2_DM	1219	4	1	1	0
G2_DM	1220	4	1	1	0
G2_DM	1221	4	1	1	0
G2_DM	1222	4	1	1	0
G2_DM	1223	4	1	0	0
G2_DM	1224	4	1	0	0
G2_DM	1225	4	1	0	0
G2_DM	1226	4	2	0	0
G2_DM	1227	4	2	0	0
G2_DM	1228	4	2	0	0
G2_DM	1229	4	2	0	0
G2_DM	1230	4	2	0	0
G2_DM	1231	4	2	0	0
G2_DM	1232	4	2	0	0
G2_DM	1233	2	2	0	0
G2_DM	1234	2	2	0	0
G2_DM	1235	2	2	0	0
G2_DM	1236	2	2	0	0
G2_DM	1237	2	2	0	0
G2_DM	1238	2	2	0	0
G2_DM	1239	2	2	0	0
G2_DM	1240	2	2	0	0
G2_DM	1241	2	2	0	0
G2_DM	1242	2	2	0	0
G2_DM	1243	2	2	0	0
G2_DM	1244	2	2	0	0
G2_DM	1245	2	2	0	0
G2_DM	1246	2	2	0	0
G2_DM	1247	2	3	0	0
G2_DM	1248	2	3	0	0
G2_DM	1249	2	3	0	0
G2_DM	1250	2	3	0	0
G2_DM	1251	2	3	0	0
G2_DM	1252	2	3	0	0
G2_DM	1253	2	3	0	0
G2_DM	1254	2	3	0	0
G2_DM	1255	2	3	0	0
G2_DM	1256	2	3	0	0
G2_DM	1257	2	3	0	0
G2_DM	1258	2	3	0	0
G2_DM	1259	2	3	0	0
G2_DM	1260	2	3	0	0
G2_DM	1261	2	3	0	0
G2_DM	1262	2	3	0	0
G2_DM	1263	2	3	0	0
G2_DM	1264	2	3	0	0
G2_DM	1265	2	3	0	0
G2_DM	1266	2	3	0	0
G2_DM	1267	2	3	0	0
G2_DM	1268	2	3	0	0
G2_DM	1269	2	3	0	0
G2_DM	1270	2	3	0	0
G2_DM	1271	2	3	0	0
G2_DM	1272	2	2	0	0
G2_DM	1273	2	2	0	0
G2_DM	1274	2	2	0	0
G2_DM	1275	2	2	0	0
G2_DM	1276	2	2	0	0
G2_DM	1277	2	2	0	0
G2_DM	1278	2	2	0	0
G2_DM	1279	2	2	0	0
G2_DM	1280	1	2	0	0
G2_DM	1281	1	2	0	0
G2_DM	1282	1	2	0	0
G2_DM	1283	1	2	0	0
G2_DM	1284	1	2	0	0
G2_DM	1285	1	2	0	0
G2_DM	1286	1	2	0	0
G2_DM	1287	1	2	0	0
G2_DM	1288	1	2	0	0
G2_DM	1289	1	2	0	0
G2_DM	1290	1	2	0	0
G2_DM	1291	1	2	0	0
G2_DM	1292	1	2	0	0
G2_DM	1293	1	2	0	0
G2_DM	1294	1	2	0	0
G2_DM	1295	1	2	0	0
G2_DM	1296	1	2	0	0
G2_DM	1297	1	2	0	0
G2_DM	1298	1	2	0	0
G2_DM	1299	1	2	0	0
G2_DM	1300	1	2	0	0
G2_DM	1301	1	2	0	0
G2_DM	1302	1	2	0	0
G2_DM	1303	1	2	0	0
G2_DM	1304	1	2	0	0
G2_DM	1305	1	2	0	0
G2_DM	1306	1	2	0	0
G2_DM	1307	1	2	0	0
G2_DM	1308	0	2	0	0
G2_DM	1309	0	2	0	0
G2_DM	1310	0	2	0	0
G2_DM	1311	0	2	0	0
G2_DM	1312	0	2	0	0
G2_DM	1313	0	2	0	0
G2_DM	1314	0	2	0	0
G2_DM	1315	1	2	0	0
G2_DM	1316	1	2	0	0
G2_DM	1317	1	2	0	0
G2_DM	1318	1	2	0	0
G2_DM	1319	1	2	0	0
G2_DM	1320	1	2	0	0
G2_DM	1321	1	2	0	0
G2_DM	1322	1	2	0	0
G2_DM	1323	1	2	0	0
G2_DM	1324	1	2	0	0
G2_DM	1325	1	2	0	0
G2_DM	1326	1	1	0	0
G2_DM	1327	1	1	0	0
G2_DM	1328	1	1	0	0
G2_DM	1329	1	1	0	0
G2_DM	1330	1	1	0	0
G2_DM	1331	1	1	0	0
G2_DM	1332	1	1	0	0
G2_DM	1333	1	1	0	0
G2_DM	1334	1	1	0	0
G2_DM	1335	1	1	0	0
G2_DM	1336	1	1	0	0
G2_DM	1337	2	1	0	0
G2_DM	1338	2	0	0	0
G2_DM	1339	2	0	0	0
G2_DM	1340	2	0	0	0
G2_DM	1341	2	0	0	0
G2_DM	1342	2	0	0	0
G2_DM	1343	2	0	0	0
G2_DM	1344	2	0	0	0
G2_DM	1345	2	0	0	0
G2_DM	1346	2	0	0	0
G2_DM	1347	2	0	0	0
G2_DM	1348	2	0	0	0
G2_DM	1349	2	0	0	0
G2_DM	1350	2	0	0	0
G2_DM	1351	2	0	0	0
G2_DM	1352	2	0	0	0
G2_DM	1353	2	0	0	0
G2_DM	1354	2	0	0	0
G2_DM	1355	2	0	0	0
G2_DM	1356	2	0	0	0
G2_DM	1357	2	0	0	0
G2_DM	1358	2	0	0	0
G2_DM	1359	2	0	0	0
G2_DM	1360	2	0	0	0
G2_DM	1361	2	0	0	0
G2_DM	1362	2	0	0	0
G2_DM	1363	2	0	0	0
G2_DM	1364	2	0	0	0
G2_DM	1365	2	0	0	0
G2_DM	1366	2	0	0	0
G2_DM	1367	2	0	0	0
G2_DM	1368	2	0	0	0
G2_DM	1369	2	0	0	0
G2_DM	1370	2	0	0	0
G2_DM	1371	2	0	0	0
G2_DM	1372	2	0	0	0
G2_DM	1373	2	0	0	0
G2_DM	1374	2	0	0	0
G2_DM	1375	2	0	0	0
G2_DM	1376	2	0	0	0
G2_DM	1377	2	0	0	0
G2_DM	1378	2	0	0	0
G2_DM	1379	2	0	0	0
G2_DM	1380	2	0	0	0
G2_DM	1381	2	0	0	0
G2_DM	1382	2	0	0	0
G2_DM	1383	2	0	0	0
G2_DM	1384	2	0	0	0
G2_DM	1385	2	0	0	0
G2_DM	1386	2	0	0	0
G2_DM	1387	2	0	0	0
G2_DM	1388	2	0	0	0
G2_DM	1389	2	0	0	0
G2_DM	1390	2	0	0	0
G2_DM	1391	2	0	0	0
G2_DM	1392	2	0	0	0
G2_DM	1393	2	0	0	0
G2_DM	1394	2	0	0	0
G2_DM	1395	2	0	0	0
G2_DM	1396	2	0	0	0
G2_DM	1397	2	0	0	0
G2_DM	1398	2	0	0	0
G2_DM	1399	2	0	0	0
G2_DM	1400	2	0	0	0
G2_DM	1401	2	0	0	0
G2_DM	1402	2	0	0	0
G2_DM	1403	2	0	0	0
G2_DM	1404	2	0	0	0
G2_DM	1405	2	0	0	0
G2_DM	1406	2	0	0	0
G2_DM	1407	2	0	0	0
G2_DM	1408	2	0	0	0
G2_DM	1409	2	0	0	0
G2_DM	1410	2	0	0	0
G2_DM	1411	2	0	0	0
G2_DM	1412	1	0	0	0
G2_DM	1413	1	0	0	0
G2_DM	1414	1	0	0	0
G2_DM	1415	1	0	0	0
G2_DM	1416	1	0	0	0
G2_DM	1417	1	0	0	0
G2_DM	1418	1	0	0	0
G2_DM	1419	1	0	0	0
G2_DM	1420	1	0	0	0
G2_DM	1421	1	0	0	0
G2_DM	1422	1	0	0	0
G2_DM	1423	1	0	0	0
G2_DM	1424	1	0	0	0
G2_DM	1425	1	0	0	0
G2_DM	1426	1	0	0	0
G2_DM	1427	1	0	0	0
G2_DM	1428	1	0	0	0
G2_DM	1429	1	0	0	0
G2_DM	1430	1	0	0	0
G2_DM	1431	1	0	0	0
G2_DM	1432	1	0	0	0
G2_DM	1433	1	0	0	0
G2_DM	1434	1	0	0	0
G2_DM	1435	1	0	0	0
G2_DM	1436	0	0	0	0
G2_DM	1437	0	0	0	0
G2_DM	1438	0	0	0	0
G2_DM	1439	0	0	0	0
G2_DM	1440	0	0	0	0
G2_DM	1441	0	0	0	0
G2_DM	1442	0	0	0	0
G2_DM	1443	0	0	0	0
G2_DM	1444	0	0	0	0
G2_DM	1445	0	0	0	0
G2_DM	1446	0	0	0	0
G2_DM	1447	0	0	0	0
G2_DM	1448	0	0	0	0
G2_DM	1449	0	0	0	0
G2_DM	1450	0	0	0	0
G2_DM	1451	0	0	0	0
G2_DM	1452	0	0	0	0
G2_DM	1453	0	0	0	0
G2_DM	1454	0	0	0	0
G2_DM	1455	0	0	0	0
G2_DM	1456	0	0	0	0
G2_DM	1457	0	0	0	0
G2_DM	1458	0	0	0	0
G2_DM	1459	0	0	0	0
G2_DM	1460	0	0	0	0
G2_DM	1461	0	0	0	0
G2_DM	1462	0	0	0	0
G2_DM	1463	0	0	0	0
G2_DM	1464	1	0	0	0
G2_DM	1465	1	0	0	0
G2_DM	1466	2	0	0	0
G2_DM	1467	2	0	0	0
G2_DM	1468	2	0	0	0
G2_DM	1469	2	0	0	0
G2_DM	1470	2	0	0	0
G2_DM	1471	2	0	0	0
G2_DM	1472	2	0	0	0
G2_DM	1473	2	0	0	0
G2_DM	1474	2	0	0	0
G2_DM	1475	2	0	0	0
G2_DM	1476	2	0	0	0
G2_DM	1477	2	0	0	0
G2_DM	1478	2	0	0	0
G2_DM	1479	2	0	0	0
G2_DM	1480	2	0	0	0
G2_DM	1481	2	0	0	0
G2_DM	1482	2	0	0	0
G2_DM	1483	2	0	0	0
G2_DM	1484	2	1	0	0
G2_DM	1485	2	1	0	0
G2_DM	1486	2	1	0	0
G2_DM	1487	2	1	0	0
G2_DM	1488	2	1	0	0
G2_DM	1489	2	1	0	0
G2_DM	1490	2	1	0	0
G2_DM	1491	2	1	0	0
G2_DM	1492	2	1	0	0
G2_DM	1493	2	1	0	0
G2_DM	1494	2	1	0	0
G2_DM	1495	2	1	0	0
G2_DM	1496	2	1	0	0
G2_DM	1497	2	1	0	0
G2_DM	1498	2	1	0	0
G2_DM	1499	2	1	0	0
G2_DM	1500	2	1	0	0
G2_DM	1501	2	1	0	0
G2_DM	1502	2	1	0	0
G2_DM	1503	2	1	0	0
G2_DM	1504	2	1	0	0
G2_DM	1505	2	1	0	0
G2_DM	1506	2	2	0	0
G2_DM	1507	3	2	0	0
G2_DM	1508	3	2	0	0
G2_DM	1509	3	2	0	0
G2_DM	1510	3	2	0	0
G2_DM	1511	4	2	0	0
G2_DM	1512	4	2	1	0
G2_DM	1513	4	2	1	0
G2_DM	1514	4	2	1	0
G2_DM	1515	4	2	1	0
G2_DM	1516	4	2	1	0
G2_DM	1517	4	2	1	0
G2_DM	1518	4	2	1	0
G2_DM	1519	4	2	1	0
G2_DM	1520	4	2	1	0
G2_DM	1521	4	2	1	0
G2_DM	1522	4	2	1	0
G2_DM	1523	4	2	1	0
G2_DM	1524	4	2	1	0
G2_DM	1525	4	2	1	0
G2_DM	1526	4	2	1	0
G2_DM	1527	4	2	1	0
G2_DM	1528	4	3	1	0
G2_DM	1529	4	3	1	0
G2_DM	1530	5	4	1	0
G2_DM	1531	5	4	1	0
G2_DM	1532	5	4	1	0
G2_DM	1533	5	4	1	0
G2_DM	1534	5	4	1	0
G2_DM	1535	5	4	1	0
G2_DM	1536	5	4	1	0
G2_DM	1537	5	4	1	0
G2_DM	1538	5	4	1	0
G2_DM	1539	5	4	1	0
G2_DM	1540	4	4	1	0
G2_DM	1541	4	4	1	0
G2_DM	1542	4	4	1	0
G2_DM	1543	4	4	1	0
G2_DM	1544	4	4	1	0
G2_DM	1545	4	4	1	0
G2_DM	1546	4	4	1	0
G2_DM	1547	4	4	1	0
G2_DM	1548	4	4	1	0
G2_DM	1549	4	4	1	0
G2_DM	1550	4	4	1	0
G2_DM	1551	4	4	1	0
G2_DM	1552	5	4	1	0
G2_DM	1553	5	4	1	0
G2_DM	1554	6	4	1	0
G2_DM	1555	6	4	1	0
G2_DM	1556	6	4	1	0
G2_DM	1557	6	4	1	0
G2_DM	1558	6	4	1	0
G2_DM	1559	6	4	1	0
G2_DM	1560	5	4	1	0
G2_DM	1561	5	4	1	0
G2_DM	1562	5	4	1	0
G2_DM	1563	5	4	1	0
G2_DM	1564	5	4	1	0
G2_DM	1565	6	4	1	0
G2_DM	1566	6	4	1	0
G2_DM	1567	6	4	1	0
G2_DM	1568	6	4	1	0
G2_DM	1569	5	4	1	0
G2_DM	1570	5	4	1	0
G2_DM	1571	5	4	1	0
G2_DM	1572	5	4	1	0
G2_DM	1573	5	4	1	0
G2_DM	1574	5	4	1	0
G2_DM	1575	5	4	1	0
G2_DM	1576	5	3	1	0
G2_DM	1577	5	3	1	0
G2_DM	1578	5	4	1	0
G2_DM	1579	5	4	1	0
G2_DM	1580	5	4	1	0
G2_DM	1581	5	4	1	0
G2_DM	1582	5	3	1	0
G2_DM	1583	5	3	1	0
G2_DM	1584	5	3	1	0
G2_DM	1585	5	3	1	0
G2_DM	1586	5	3	1	0
G2_DM	1587	5	3	1	0
G2_DM	1588	5	3	0	0
G2_DM	1589	6	3	0	0
G2_DM	1590	6	4	0	0
G2_DM	1591	6	4	0	0
G2_DM	1592	6	4	0	0
G2_DM	1593	6	4	0	0
G2_DM	1594	6	4	0	0
G2_DM	1595	6	4	0	0
G2_DM	1596	6	4	0	0
G2_DM	1597	6	4	0	0
G2_DM	1598	6	4	0	0
G2_DM	1599	6	4	0	0
G2_DM	1600	6	4	0	0
G2_DM	1601	6	4	0	0
G2_DM	1602	6	4	0	0
G2_DM	1603	6	4	0	0
G2_DM	1604	6	4	0	0
G2_DM	1605	6	4	0	0
G2_DM	1606	6	4	0	0
G2_DM	1607	6	4	0	0
G2_DM	1608	6	4	0	0
G2_DM	1609	5	4	0	0
G2_DM	1610	5	4	1	0
G2_DM	1611	5	4	1	0
G2_DM	1612	6	4	2	0
G2_DM	1613	7	4	2	0
G2_DM	1614	7	3	2	0
G2_DM	1615	7	3	2	0
G2_DM	1616	7	3	2	0
G2_DM	1617	7	3	2	0
G2_DM	1618	7	3	2	0
G2_DM	1619	7	3	2	0
G2_DM	1620	7	3	2	0
G2_DM	1621	7	3	2	0
G2_DM	1622	7	3	2	0
G2_DM	1623	8	3	2	0
G2_DM	1624	8	3	2	0
G2_DM	1625	8	3	2	0
G2_DM	1626	8	3	2	0
G2_DM	1627	8	2	2	0
G2_DM	1628	8	2	2	0
G2_DM	1629	8	3	2	0
G2_DM	1630	7	3	2	0
G2_DM	1631	8	3	2	0
G2_DM	1632	8	3	2	0
G2_DM	1633	8	3	2	0
G2_DM	1634	8	3	2	0
G2_DM	1635	8	3	2	0
G2_DM	1636	8	3	2	0
G2_DM	1637	8	3	2	0
G2_DM	1638	8	3	2	0
G2_DM	1639	8	3	2	0
G2_DM	1640	8	3	2	0
G2_DM	1641	8	3	2	0
G2_DM	1642	8	3	2	0
G2_DM	1643	8	3	2	0
G2_DM	1644	8	3	2	0
G2_DM	1645	7	3	2	0
G2_DM	1646	7	3	2	0
G2_DM	1647	8	3	2	0
G2_DM	1648	8	3	2	0
G2_DM	1649	8	3	2	0
G2_DM	1650	8	3	2	0
G2_DM	1651	8	3	2	0
G2_DM	1652	8	3	2	0
G2_DM	1653	8	4	2	0
G2_DM	1654	7	4	2	0
G2_DM	1655	7	4	2	0
G2_DM	1656	7	4	2	0
G2_DM	1657	7	4	2	0
G2_DM	1658	8	4	2	0
G2_DM	1659	9	4	2	0
G2_DM	1660	9	4	2	0
G2_DM	1661	9	4	2	0
G2_DM	1662	9	4	2	0
G2_DM	1663	9	4	2	0
G2_DM	1664	9	4	2	0
G2_DM	1665	8	4	2	1
G2_DM	1666	8	4	2	1
G2_DM	1667	8	4	2	1
G2_DM	1668	8	4	2	1
G2_DM	1669	8	4	2	1
G2_DM	1670	8	4	2	1
G2_DM	1671	8	4	2	1
G2_DM	1672	8	4	2	1
G2_DM	1673	8	4	2	1
G2_DM	1674	8	4	2	1
G2_DM	1675	8	5	2	1
G2_DM	1676	8	5	2	1
G2_DM	1677	8	5	2	1
G2_DM	1678	8	4	2	1
G2_DM	1679	8	4	2	1
G2_DM	1680	8	4	2	1
G2_DM	1681	8	4	2	1
G2_DM	1682	8	4	2	1
G2_DM	1683	8	4	2	1
G2_DM	1684	8	4	2	1
G2_DM	1685	8	4	2	1
G2_DM	1686	7	4	0	1
G2_DM	1687	7	6	0	1
G2_DM	1688	7	6	0	1
G2_DM	1689	7	6	0	1
G2_DM	1690	7	5	0	1
G2_DM	1691	6	5	0	1
G2_DM	1692	6	5	0	1
G2_DM	1693	6	5	0	1
G2_DM	1694	6	5	0	1
G2_DM	1695	6	5	0	1
G2_DM	1696	6	5	0	1
G2_DM	1697	6	5	0	1
G2_DM	1698	6	5	0	1
G2_DM	1699	6	5	0	1
G2_DM	1700	6	5	0	1
